ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-01-01,7.9796000000000005,-13.236424545692499,14.355240876921156,7.9796000000000005,7.9796000000000005,-6.8024238562583275,-6.8024238562583275,-6.8024238562583275,-3.690847456257668,-3.690847456257668,-3.690847456257668,-3.1115764000006587,-3.1115764000006587,-3.1115764000006587,0.0,0.0,0.0,1.177176143741673
2014-01-02,7.980412638929299,-15.54009557584854,13.485374014396236,7.980412638929299,7.980412638929299,-8.943894666133328,-8.943894666133328,-8.943894666133328,-6.167659999963833,-6.167659999963833,-6.167659999963833,-2.776234666169496,-2.776234666169496,-2.776234666169496,0.0,0.0,0.0,-0.9634820272040292
2014-01-03,7.981225277858599,-16.046404055906212,12.7640645783458,7.981225277858599,7.981225277858599,-9.268075317815542,-9.268075317815542,-9.268075317815542,-6.849970266311074,-6.849970266311074,-6.849970266311074,-2.4181050515044684,-2.4181050515044684,-2.4181050515044684,0.0,0.0,0.0,-1.2868500399569438
2014-01-04,7.982037916787897,-33.93726155764255,-4.471216225993738,7.982037916787897,7.982037916787897,-27.06698979167973,-27.06698979167973,-27.06698979167973,-25.023016298152896,-25.023016298152896,-25.023016298152896,-2.043973493526837,-2.043973493526837,-2.043973493526837,0.0,0.0,0.0,-19.084951874891836
2014-01-05,7.982850555717196,-11.490688652505426,17.693183669656193,7.982850555717196,7.982850555717196,-5.443644455805695,-5.443644455805695,-5.443644455805695,-3.7827105269050714,-3.7827105269050714,-3.7827105269050714,-1.6609339289006244,-1.6609339289006244,-1.6609339289006244,0.0,0.0,0.0,2.5392060999115005
2014-01-06,7.9836631946464935,37.62102539636799,67.0669065352407,7.9836631946464935,7.9836631946464935,44.264815486586365,44.264815486586365,44.264815486586365,45.54103885438116,45.54103885438116,45.54103885438116,-1.276223367794806,-1.276223367794806,-1.276223367794806,0.0,0.0,0.0,52.24847868123286
2014-01-07,7.984475833575794,-8.077118968199791,22.68467409892985,7.984475833575794,7.984475833575794,-0.92388751688562,-0.92388751688562,-0.92388751688562,-0.026834306895508198,-0.026834306895508198,-0.026834306895508198,-0.8970532099901118,-0.8970532099901118,-0.8970532099901118,0.0,0.0,0.0,7.060588316690174
2014-01-08,7.985288472505092,-10.226128777437122,17.882844294350168,7.985288472505092,7.985288472505092,-4.221288504540944,-4.221288504540944,-4.221288504540944,-3.690847456265689,-3.690847456265689,-3.690847456265689,-0.5304410482752542,-0.5304410482752542,-0.5304410482752542,0.0,0.0,0.0,3.763999967964148
2014-01-09,7.98610111143439,-12.53409153620037,15.946576392286437,7.98610111143439,7.98610111143439,-6.350707202294957,-6.350707202294957,-6.350707202294957,-6.167660000026566,-6.167660000026566,-6.167660000026566,-0.18304720226839039,-0.18304720226839039,-0.18304720226839039,0.0,0.0,0.0,1.6353939091394336
2014-01-10,7.986913750363691,-13.285855022589447,15.344750339023284,7.986913750363691,7.986913750363691,-6.710990378008052,-6.710990378008052,-6.710990378008052,-6.84997026629417,-6.84997026629417,-6.84997026629417,0.1389798882861174,0.1389798882861174,0.1389798882861174,0.0,0.0,0.0,1.2759233723556385
2014-01-11,7.987726389292988,-31.488127133828304,-2.5364631048122113,7.987726389292988,7.987726389292988,-24.592870793530867,-24.592870793530867,-24.592870793530867,-25.023016298208084,-25.023016298208084,-25.023016298208084,0.430145504677213,0.430145504677213,0.430145504677213,0.0,0.0,0.0,-16.60514440423788
2014-01-12,7.988539028222287,-9.963043665952116,19.810511782607687,7.988539028222287,7.988539028222287,-3.0969763820500873,-3.0969763820500873,-3.0969763820500873,-3.7827105268246135,-3.7827105268246135,-3.7827105268246135,0.6857341447745262,0.6857341447745262,0.6857341447745262,0.0,0.0,0.0,4.8915626461722
2014-01-13,7.9893516671515865,38.370502063874504,68.93711603712588,7.9893516671515865,7.9893516671515865,46.4429543678357,46.4429543678357,46.4429543678357,45.541038854390195,45.541038854390195,45.541038854390195,0.9019155134455072,0.9019155134455072,0.9019155134455072,0.0,0.0,0.0,54.43230603498729
2014-01-14,7.990164306080885,-6.177234591963515,23.06994865193805,7.990164306080885,7.990164306080885,1.0489940452792736,1.0489940452792736,1.0489940452792736,-0.02683430692766997,-0.02683430692766997,-0.02683430692766997,1.0758283522069438,1.0758283522069438,1.0758283522069438,0.0,0.0,0.0,9.03915835136016
2014-01-15,7.990976945010184,-9.675337402274023,18.87427903079169,7.990976945010184,7.990976945010184,-2.485207429900127,-2.485207429900127,-2.485207429900127,-3.690847456237978,-3.690847456237978,-3.690847456237978,1.2056400263378513,1.2056400263378513,1.2056400263378513,0.0,0.0,0.0,5.505769515110057
2014-01-16,7.991789583939482,-11.063289239558642,18.37187632054559,7.991789583939482,7.991789583939482,-4.877079583767669,-4.877079583767669,-4.877079583767669,-6.167659999941838,-6.167659999941838,-6.167659999941838,1.2905804161741685,1.2905804161741685,1.2905804161741685,0.0,0.0,0.0,3.1147100001718133
2014-01-17,7.992602222868782,-12.045171767492404,17.08773867686592,7.992602222868782,7.992602222868782,-5.519020940657249,-5.519020940657249,-5.519020940657249,-6.849970266330796,-6.849970266330796,-6.849970266330796,1.3309493256735474,1.3309493256735474,1.3309493256735474,0.0,0.0,0.0,2.4735812822115326
2014-01-18,7.9934148617980805,-29.84112927719259,-1.1121708552415572,7.9934148617980805,7.9934148617980805,-23.6949189903505,-23.6949189903505,-23.6949189903505,-25.02301629812066,-25.02301629812066,-25.02301629812066,1.3280973077701603,1.3280973077701603,1.3280973077701603,0.0,0.0,0.0,-15.701504128552422
2014-01-19,7.994227500727378,-9.190181981988097,21.192221040011855,7.994227500727378,7.994227500727378,-2.4983300326369853,-2.4983300326369853,-2.4983300326369853,-3.782710526801733,-3.782710526801733,-3.782710526801733,1.2843804941647476,1.2843804941647476,1.2843804941647476,0.0,0.0,0.0,5.4958974680903925
2014-01-20,7.995040139656679,40.0650822681123,69.32579062053277,7.995040139656679,7.995040139656679,46.74412954302702,46.74412954302702,46.74412954302702,45.54103885436321,45.54103885436321,45.54103885436321,1.2030906886638177,1.2030906886638177,1.2030906886638177,0.0,0.0,0.0,54.7391696826837
2014-01-21,7.995852778585977,-5.146485494198643,22.745959189606378,7.995852778585977,7.995852778585977,1.0615283131892,1.0615283131892,1.0615283131892,-0.026834306875435365,-0.026834306875435365,-0.026834306875435365,1.0883626200646361,1.0883626200646361,1.0883626200646361,0.0,0.0,0.0,9.057381091775177
2014-01-22,7.996665417515275,-9.132292366372454,20.667074114171783,7.996665417515275,7.996665417515275,-2.745786620282696,-2.745786620282696,-2.745786620282696,-3.6908474562094327,-3.6908474562094327,-3.6908474562094327,0.9450608359267358,0.9450608359267358,0.9450608359267358,0.0,0.0,0.0,5.250878797232579
2014-01-23,7.997478056444575,-13.03041693330623,16.788621546892767,7.997478056444575,7.997478056444575,-5.389010763123535,-5.389010763123535,-5.389010763123535,-6.167659999981487,-6.167659999981487,-6.167659999981487,0.7786492368579527,0.7786492368579527,0.7786492368579527,0.0,0.0,0.0,2.6084672933210404
2014-01-24,7.998290695373873,-12.81873727658132,16.19963097631765,7.998290695373873,7.998290695373873,-6.25492357791065,-6.25492357791065,-6.25492357791065,-6.8499702663674205,-6.8499702663674205,-6.8499702663674205,0.5950466884567707,0.5950466884567707,0.5950466884567707,0.0,0.0,0.0,1.7433671174632233
2014-01-25,7.999103334303172,-31.263273929867804,-0.581672246317384,7.999103334303172,7.999103334303172,-24.622543804846966,-24.622543804846966,-24.622543804846966,-25.023016298180934,-25.023016298180934,-25.023016298180934,0.4004724933339725,0.4004724933339725,0.4004724933339725,0.0,0.0,0.0,-16.623440470543795
2014-01-26,7.99991597323247,-10.68899385593583,18.612652801751672,7.99991597323247,7.99991597323247,-3.581424777076872,-3.581424777076872,-3.581424777076872,-3.782710526820375,-3.782710526820375,-3.782710526820375,0.20128574974350305,0.20128574974350305,0.20128574974350305,0.0,0.0,0.0,4.418491196155598
2014-01-27,8.00072861216177,37.16217280416198,68.15396281086255,8.00072861216177,8.00072861216177,45.54486161446975,45.54486161446975,45.54486161446975,45.54103885440214,45.54103885440214,45.54103885440214,0.0038227600676173784,0.0038227600676173784,0.0038227600676173784,0.0,0.0,0.0,53.545590226631525
