ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-01-01,97.98581104425787,62.091657660570185,219.66853558023263,97.98581104425787,97.98581104425787,40.72924284062605,40.72924284062605,40.72924284062605,40.72924284062605,40.72924284062605,40.72924284062605,0.0,0.0,0.0,138.71505388488393
2021-02-01,97.61183270015677,49.02575605220011,190.8099464574906,97.61183270015677,97.61183270015677,24.925572753851746,24.925572753851746,24.925572753851746,24.925572753851746,24.925572753851746,24.925572753851746,0.0,0.0,0.0,122.5374054540085
2021-03-01,97.27404582136892,43.207273381137036,192.5227681596436,97.27404582136892,97.27404582136892,17.473691275384816,17.473691275384816,17.473691275384816,17.473691275384816,17.473691275384816,17.473691275384816,0.0,0.0,0.0,114.74773709675372
2021-04-01,96.90006749128236,17.720340038243762,167.0996452040707,96.90006749128236,96.90006749128236,-3.0378100132759713,-3.0378100132759713,-3.0378100132759713,-3.0378100132759713,-3.0378100132759713,-3.0378100132759713,0.0,0.0,0.0,93.86225747800638
2021-05-01,96.53815297829537,11.417822706683513,163.88113465174018,96.53815297829537,96.53815297829537,-7.393094430842607,-7.393094430842607,-7.393094430842607,-7.393094430842607,-7.393094430842607,-7.393094430842607,0.0,0.0,0.0,89.14505854745276
2021-06-01,96.16417464820881,16.697639592559998,175.95462014196914,96.16417464820881,96.16417464820881,2.0404785668619025,2.0404785668619025,2.0404785668619025,2.0404785668619025,2.0404785668619025,2.0404785668619025,0.0,0.0,0.0,98.20465321507072
2021-07-01,95.80226015638817,11.430802705785334,166.10308753638336,95.80226015638817,95.80226015638817,-4.613500246122572,-4.613500246122572,-4.613500246122572,-4.613500246122572,-4.613500246122572,-4.613500246122572,0.0,0.0,0.0,91.1887599102656
2021-08-01,95.42828184817353,20.659650199272644,174.6246224009835,95.42828184817353,95.42828184817353,2.0648535788147475,2.0648535788147475,2.0648535788147475,2.0648535788147475,2.0648535788147475,2.0648535788147475,0.0,0.0,0.0,97.49313542698827
2021-09-01,95.05430353995887,33.70026983274706,182.54480100557055,95.05430353995887,95.05430353995887,11.005422212469934,11.005422212469934,11.005422212469934,11.005422212469934,11.005422212469934,11.005422212469934,0.0,0.0,0.0,106.0597257524288
2021-10-01,94.69238904813822,11.509460077030987,163.2169415186235,94.69238904813822,94.69238904813822,-9.197037051748,-9.197037051748,-9.197037051748,-9.197037051748,-9.197037051748,-9.197037051748,0.0,0.0,0.0,85.49535199639023
2021-11-01,94.31841073992356,20.382679236175942,164.3743439457076,94.31841073992356,94.31841073992356,0.08094571257535044,0.08094571257535044,0.08094571257535044,0.08094571257535044,0.08094571257535044,0.08094571257535044,0.0,0.0,0.0,94.39935645249892
2021-12-01,93.95649624810295,-58.60231006038647,93.34147597117067,93.95649624810295,93.95649624810295,-77.1213800449171,-77.1213800449171,-77.1213800449171,-77.1213800449171,-77.1213800449171,-77.1213800449171,0.0,0.0,0.0,16.835116203185848
2022-01-01,93.58251793988828,57.54734708534844,209.0682873061172,93.58251793988828,93.58251793988828,41.46402816000617,41.46402816000617,41.46402816000617,41.46402816000617,41.46402816000617,41.46402816000617,0.0,0.0,0.0,135.04654609989444
2022-02-01,93.20853963167363,43.74331080792674,191.96502004648968,93.20853963167363,93.20853963167363,25.009480695823356,25.009480695823356,25.009480695823356,25.009480695823356,25.009480695823356,25.009480695823356,0.0,0.0,0.0,118.21802032749699
2022-03-01,92.87075277264104,33.37491682022378,186.5035771367359,92.87075277264104,92.87075277264104,16.9688632362301,16.9688632362301,16.9688632362301,16.9688632362301,16.9688632362301,16.9688632362301,0.0,0.0,0.0,109.83961600887113
2022-04-01,92.49677446442637,15.438980185236648,161.97258748877073,92.49677446442637,92.49677446442637,-3.1861323950964655,-3.1861323950964655,-3.1861323950964655,-3.1861323950964655,-3.1861323950964655,-3.1861323950964655,0.0,0.0,0.0,89.3106420693299
2022-05-01,92.13485997260574,9.27709651284143,156.06486789992377,92.13485997260574,92.13485997260574,-7.397383817424961,-7.397383817424961,-7.397383817424961,-7.397383817424961,-7.397383817424961,-7.397383817424961,0.0,0.0,0.0,84.73747615518077
2022-06-01,91.76088166439109,16.79500347309466,168.97608338887895,91.76088166439109,91.76088166439109,2.313732945598239,2.313732945598239,2.313732945598239,2.313732945598239,2.313732945598239,2.313732945598239,0.0,0.0,0.0,94.07461460998933
2022-07-01,91.39896717257045,8.048626883048758,163.2878772256593,91.39896717257045,91.39896717257045,-4.348057396072197,-4.348057396072197,-4.348057396072197,-4.348057396072197,-4.348057396072197,-4.348057396072197,0.0,0.0,0.0,87.05090977649826
2022-08-01,91.02498886435579,14.958302490292548,172.3147999762,91.02498886435579,91.02498886435579,2.184530501272097,2.184530501272097,2.184530501272097,2.184530501272097,2.184530501272097,2.184530501272097,0.0,0.0,0.0,93.20951936562788
2022-09-01,90.65101055614113,18.98310594557182,180.28231031459055,90.65101055614113,90.65101055614113,11.05637112267568,11.05637112267568,11.05637112267568,11.05637112267568,11.05637112267568,11.05637112267568,0.0,0.0,0.0,101.70738167881682
2022-10-01,90.2890960643205,7.022379518596002,165.315622322832,90.2890960643205,90.2890960643205,-9.548209538227939,-9.548209538227939,-9.548209538227939,-9.548209538227939,-9.548209538227939,-9.548209538227939,0.0,0.0,0.0,80.74088652609257
2022-11-01,89.91511775610584,8.56406258856871,167.1246546372338,89.91511775610584,89.91511775610584,-0.38301103672044035,-0.38301103672044035,-0.38301103672044035,-0.38301103672044035,-0.38301103672044035,-0.38301103672044035,0.0,0.0,0.0,89.5321067193854
2022-12-01,89.5532032642852,-73.73942389073356,90.74463768589717,89.5532032642852,89.5532032642852,-76.90129462860173,-76.90129462860173,-76.90129462860173,-76.90129462860173,-76.90129462860173,-76.90129462860173,0.0,0.0,0.0,12.65190863568347
2023-01-01,89.17922495607056,52.110715342574224,209.19438492390003,89.17922495607056,89.17922495607056,42.173761630001096,42.173761630001096,42.173761630001096,42.173761630001096,42.173761630001096,42.173761630001096,0.0,0.0,0.0,131.35298658607167
2023-02-01,88.8052466478559,37.335110806988524,186.65510469610533,88.8052466478559,88.8052466478559,25.070652759275298,25.070652759275298,25.070652759275298,25.070652759275298,25.070652759275298,25.070652759275298,0.0,0.0,0.0,113.87589940713119
2023-03-01,88.46745978882329,26.983925527764306,181.58626588977705,88.46745978882329,88.46745978882329,16.457901786248534,16.457901786248534,16.457901786248534,16.457901786248534,16.457901786248534,16.457901786248534,0.0,0.0,0.0,104.92536157507183
